PID,Process Name,Process Command Line,Process Path,Process SHA-256 Hash,VirusTotal Detection Summary
"4420","RtkNGUI64.exe","C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe -s","C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe","6e52e1c976a501c57f2fbb456d31673603fc5c36f1bcdbaaf03695d51d62c566","No security vendors flagged this file as malicious"
"5956","SamsungMagicianSVC.exe","C:\Program Files (x86)\Samsung\Samsung Magician\SamsungMagicianSVC.exe","C:\Program Files (x86)\Samsung\Samsung Magician\SamsungMagicianSVC.exe","6a5e95024d7b7cfdff6cfd691d969dc8fc821e2f2355d12043f5c1b3043904be","No security vendors flagged this file as malicious"
"19300","SamsungPortableSSDMon.exe","C:\ProgramData\Samsung Apps\Portable SSD\SamsungPortableSSDMon.exe","C:\ProgramData\Samsung Apps\Portable SSD\SamsungPortableSSDMon.exe","387487bbc22551d7945cb6e3b5e5d062a93eacc55f0b8c572311c9aa1aaac14f","No security vendors flagged this file as malicious"
"15284","SearchFilterHost.exe","C:\WINDOWS\System32\SearchFilterHost.exe 900 3092 3096 880 {1295340B-BF50-4A88-BB2F-287E0B9B0016}","C:\WINDOWS\System32\SearchFilterHost.exe","75afe1cd8e2422bb08506b2f5c62d363a5065f6a869fbdf8920b75d09caa3a5f","No security vendors flagged this file as malicious"
"11952","SearchFilterHost.exe","C:\WINDOWS\System32\SearchFilterHost.exe 900 2648 2668 880 {0E5DCEC5-7795-4E38-9621-94DFD9F9A421}","C:\WINDOWS\System32\SearchFilterHost.exe","75afe1cd8e2422bb08506b2f5c62d363a5065f6a869fbdf8920b75d09caa3a5f","No security vendors flagged this file as malicious"
"5240","SearchFilterHost.exe","C:\WINDOWS\System32\SearchFilterHost.exe 900 2928 2868 880 {5E941D80-BF96-11CD-B579-08002B30BFEB}","C:\WINDOWS\System32\SearchFilterHost.exe","75afe1cd8e2422bb08506b2f5c62d363a5065f6a869fbdf8920b75d09caa3a5f","No security vendors flagged this file as malicious"
"10252","SearchFilterHost.exe","C:\WINDOWS\System32\SearchFilterHost.exe 900 3244 3100 880 {4887767F-7ADC-4983-B576-88FB643D6F79}","C:\WINDOWS\System32\SearchFilterHost.exe","75afe1cd8e2422bb08506b2f5c62d363a5065f6a869fbdf8920b75d09caa3a5f","No security vendors flagged this file as malicious"
"6740","SearchFilterHost.exe","C:\WINDOWS\System32\SearchFilterHost.exe 900 2900 3068 880 {3B224B11-9363-407E-850F-C9E1FFACD8FB}","C:\WINDOWS\System32\SearchFilterHost.exe","75afe1cd8e2422bb08506b2f5c62d363a5065f6a869fbdf8920b75d09caa3a5f","No security vendors flagged this file as malicious"
"11324","SearchHost.exe","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe -ServerName:CortanaUIFullTrustApp.AppXqe55xpfenh3k6gvsbjaqb6bkfgy5pkbf.mca","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","535b19cb28f79d90ecc4efdd8e2112b1de457d35ad628bd99c05866c010dbfa9","No security vendors flagged this file as malicious"
"3884","SearchIndexer.exe","C:\WINDOWS\system32\SearchIndexer.exe /Embedding","C:\WINDOWS\system32\SearchIndexer.exe","60c44b6d9a437dc572f4c520c12bba4b2488bfa7168c0bfb241b08e0742094e2","No security vendors flagged this file as malicious"
"3596","SearchProtocolHost.exe","C:\WINDOWS\System32\SearchProtocolHost.exe Global\UsGthrFltPipeMssGthrPipe16_ Global\UsGthrCtrlFltPipeMssGthrPipe16 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""","C:\WINDOWS\System32\SearchProtocolHost.exe","b088baf3cfcbab56a2f05e04aac884d77c7bb0adbc034784de7d7ca4a4096506","No security vendors flagged this file as malicious"
"140","Secure System.exe","","","",""
"1324","services.exe","","","",""
"19100","ServiceShell.exe","C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe","C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe","12c871a4c3a9e8b27037b229704ad7af8ecaeffe61bacb37f769cb8d9b94b0df","No security vendors flagged this file as malicious"
"14920","ShellHost.exe","C:\Windows\System32\ShellHost.exe","C:\Windows\System32\ShellHost.exe","ca625b7bf8e2e471eb4eb8c2287f59d980faed6fea328439d11aaad61c85ce6e","No security vendors flagged this file as malicious"
"3664","ShellHost.exe","C:\WINDOWS\system32\shellhost.exe loadComponent --extensionCategory com.microsoft.windows.extensions.xaml.dragtray --extensionId DragTray --controlName DragTrayControl --valueSet AAAAAgAAAAwAAAAMRHJhZ0l0ZW1zRGlyAAAADAAAAB9DOlxVc2Vyc1xtaWtld1xPbmVEcml2ZVxEZXNrdG9wAAAADAAAAB9Db3JyZWxhdGlvblZlY3RvckdlbmVyYXRpb25UaW1lAAAADwHciSnpnrn3AAAADAAAAAlEcmFnSXRlbXMAAAQMAAAAAQAAADlBY3RpdmVfU0hBLTI1Nl9IYXNoX0NoZWNrZXJfUmVzdWx0c18yMDI2XzAxXzE5XzA5XzQ4Xy5jc3YAAAAMAAAADURpc21pc3NQb2xpY3kAAAAMAAAAD0V4cGxpY2l0RGlzbWlzcwAAAAwAAAARV2luZG93aW5nQmVoYXZpb3IAAAAMAAAABVBvcHVwAAAADAAAABFDb3JyZWxhdGlvblZlY3RvcgAAAAwAAAAYRWg2V3dEbnVmRWFGSUtEeTZuTytUZy4wAAAADAAAAAtQZXJzb25hbGl0eQAAAAwAAAAKRnVsbFNjcmVlbgAAAAwAAAARTGF1bmNoZXJQcm9jZXNzSUQAAAAFAAAqtA==","C:\WINDOWS\system32\shellhost.exe","ca625b7bf8e2e471eb4eb8c2287f59d980faed6fea328439d11aaad61c85ce6e","No security vendors flagged this file as malicious"
"388","sihost.exe","C:\WINDOWS\system32\sihost.exe","C:\WINDOWS\system32\sihost.exe","1e115ef87c00e685f8e7b1b184eb9fa3470a0ec75b678a70d3d2d3cbfde3dcb7","No security vendors flagged this file as malicious"
"7012","smartscreen.exe","C:\Windows\System32\smartscreen.exe -Embedding","C:\Windows\System32\smartscreen.exe","320529ad57bec40f067baa8a34e0ae5596061af880a3cdb6181940ab721c4af6","No security vendors flagged this file as malicious"
"744","smss.exe","","","",""
"5948","SMSvcHost.exe","C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe","C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe","d4049183b485b44da95a359cf9dae14934aa95cfb542ee4721e7038e3f38c5b5","No security vendors flagged this file as malicious"
"7980","SMSvcHost.exe","C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe -NetMsmqActivator","C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe","d4049183b485b44da95a359cf9dae14934aa95cfb542ee4721e7038e3f38c5b5","No security vendors flagged this file as malicious"
"4676","spoolsv.exe","C:\WINDOWS\System32\spoolsv.exe","C:\WINDOWS\System32\spoolsv.exe","6602f76dfcc15be405b48711e61017bad6fba593748c3b03166578f1cb30b05f","No security vendors flagged this file as malicious"
"17820","StartMenuExperienceHost.exe","C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe -ServerName:FullTrustApp.AppXykjsye98af63ez2annt9djke8trg8stn.mca","C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","87b6b7b874ac9b10a76c233cdb606d43d6261be4ed7d9e34f4507d1da98c29ac","No security vendors flagged this file as malicious"
"12468","SupportAssistAgent.exe","C:\Program Files\Dell\SupportAssistAgent\bin\SupportAssistAgent.exe","C:\Program Files\Dell\SupportAssistAgent\bin\SupportAssistAgent.exe","7c09f15b8449d71f168b6699a0a56f1686964eb96e14b3c02cd7d86cc7ddd0d5","No security vendors flagged this file as malicious"
"1212","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Schedule","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"16568","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s webthreatdefusersvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"13660","svchost.exe","C:\WINDOWS\system32\svchost.exe -k whesvc -p -s whesvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"6320","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -s CmService","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"16032","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UsoSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3304","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"10428","svchost.exe","C:\WINDOWS\system32\svchost.exe -k osprivacy -p -s camsvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"8268","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -s RmSvc","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"1388","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s NcbService","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"9928","svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"18536","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalService -p -s LicenseManager","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"12188","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CDPSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"13340","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4968","svchost.exe","C:\WINDOWS\system32\svchost.exe -k NetSvcs -s nvagent","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4140","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Wcmsvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2256","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s EventSystem","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"18372","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s lmhosts","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2248","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s hidserv","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3284","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s DispBrokerDesktopSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"5440","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p -s DPS","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"5056","svchost.exe","C:\WINDOWS\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2164","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DisplayEnhancementService","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"5916","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -s W32Time","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3792","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2576","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcsRedirectionGuard -p -s SENS","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"5624","svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"11428","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Appinfo","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3436","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s FontCache","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2176","svchost.exe","C:\WINDOWS\system32\svchost.exe -k UserProfileService -p -s ProfSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"11524","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s TokenBroker","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"1660","svchost.exe","C:\WINDOWS\system32\svchost.exe -k RPCSS -p","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"11516","svchost.exe","C:\WINDOWS\system32\svchost.exe -k UdkSvcGroup -s UdkUserSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"20332","svchost.exe","C:\WINDOWS\system32\svchost.exe -k GPSvcGroup","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"6020","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TrkWks","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2932","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s NgcCtnrSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3312","svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s Themes","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"5680","svchost.exe","C:\WINDOWS\system32\svchost.exe -k iissvcs","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"16488","svchost.exe","C:\WINDOWS\System32\svchost.exe -k smphost","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2640","svchost.exe","C:\WINDOWS\System32\svchost.exe -k netprofm -p -s netprofm","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"6084","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s LanmanServer","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"19776","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s DsSvc","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"6100","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s WpnService","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"8064","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DeviceAssociationService","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3848","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TextInputManagementService","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"1684","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2396","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -s SCardSvr","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"5392","svchost.exe","C:\WINDOWS\System32\svchost.exe -k utcsvc -p","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4928","svchost.exe","C:\WINDOWS\System32\svchost.exe -k NetSvcs -p -s iphlpsvc","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"10268","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s SstpSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"1956","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s HvHost","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4100","svchost.exe","C:\WINDOWS\system32\svchost.exe -k appmodel -p -s StateRepository","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4912","svchost.exe","C:\WINDOWS\system32\svchost.exe -k NetworkServiceNetworkRestricted -p -s PolicyAgent","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"5420","svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s SharedAccess","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"14400","svchost.exe","C:\WINDOWS\System32\svchost.exe -k NetworkService -p -s TapiSrv","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3672","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Dhcp","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2548","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UserManager","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"18276","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcsRedirectionGuard -p -s lfsvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3816","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceHttp -p","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3252","svchost.exe","C:\WINDOWS\system32\svchost.exe -k NetworkService -p","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2360","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s nsi","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"1228","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p -s SSDPSRV","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3232","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"16160","svchost.exe","C:\WINDOWS\system32\svchost.exe -k InvSvcGroup -p -s InventorySvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"1496","svchost.exe","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"12020","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s PcaSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"5992","svchost.exe","C:\WINDOWS\system32\svchost.exe -k NetworkService -p -s Wecsvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"13120","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2084","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"18912","svchost.exe","C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4548","svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s ShellHWDetection","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"3184","svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"2128","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -s CertPropSvc","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"12648","svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs","C:\WINDOWS\System32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4124","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Winmgmt","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
"4032","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","C:\WINDOWS\system32\svchost.exe","53a39b900e3bfbf384acd13f0fc2329fa8d42b61e993d8ed5adf3a1428005d26","No security vendors flagged this file as malicious"
